1760,9.379885416666665
1761,9.426697916666665
1762,9.411572916666666
1763,9.401499999999999
1764,9.386968749999998
1765,9.361281249999998
1766,9.382062499999998
1767,9.248458333333332
1768,9.179541666666665
1769,9.100552083333332
1770,9.12575
1771,9.095135416666666
1772,9.12253125
1773,9.20734375
1774,9.208145833333333
1775,9.383927083333333
1776,9.419604166666668
1777,9.414083333333336
1778,9.505125000000001
1779,9.793072916666668
1780,9.786437500000002
1781,9.857083333333335
1782,9.792875000000002
1783,9.77257291666667
1784,9.641020833333336
1785,9.544708333333336
1786,9.350312500000003
1787,9.184750000000003
1788,9.134593750000002
1789,8.959802083333335
1790,9.062000000000001
1791,9.00878125
1792,9.171416666666667
1793,9.323822916666668
1794,9.543072916666668
1795,9.501833333333336
1796,9.543885416666669
1797,9.651156250000001
1798,9.68153125
1799,9.429156250000002
1800,9.401239583333334
1801,9.425104166666667
1802,9.321322916666666
1803,9.231760416666665
1804,9.165385416666664
1805,8.912208333333332
1806,8.931520833333332
1807,9.14771875
1808,9.087677083333332
1809,8.991520833333333
1810,8.936718749999999
1811,9.169739583333332
1812,9.084614583333332
1813,9.245697916666666
1814,9.020729166666666
1815,8.981145833333333
1816,8.8994375
1817,8.93346875
1818,9.054291666666666
1819,8.991510416666666
1820,9.012427083333332
1821,9.069229166666664
1822,9.368520833333331
1823,9.334666666666665
1824,9.54959375
1825,9.653135416666666
1826,9.689760416666667
1827,9.623291666666667
1828,9.8055625
1829,9.545770833333334
1830,9.311989583333334
1831,9.473458333333333
1832,9.370802083333333
1833,9.29096875
1834,9.381447916666666
1835,9.394927083333332
1836,9.322270833333333
1837,9.481625
1838,9.393739583333334
1839,9.286114583333333
1840,9.24090625
1841,9.263312500000001
1842,9.092197916666668
1843,9.10463541666667
1844,9.005416666666669
1845,8.946229166666669
1846,9.273093750000001
1847,9.239531250000002
1848,9.33944791666667
1849,9.273812500000002
1850,9.193656250000002
1851,9.127552083333335
1852,9.306895833333334
1853,9.287604166666668
1854,9.12603125
1855,8.957552083333333
1856,8.916708333333332
1857,9.044208333333332
1858,9.057583333333332
1859,9.199062499999998
1860,8.977333333333332
1861,9.124114583333332
1862,9.196124999999999
1863,9.498322916666666
1864,9.372708333333334
1865,9.319572916666667
1866,9.43625
1867,9.311135416666666
1868,9.620635416666666
1869,9.61721875
1870,9.455822916666666
1871,9.238083333333332
1872,9.522281249999999
1873,9.51284375
1874,9.458645833333334
1875,9.464052083333334
1876,9.304947916666666
1877,9.320218749999999
1878,9.455687499999998
1879,9.388916666666665
1880,9.292124999999997
1881,9.165635416666662
1882,9.184343749999996
1883,9.20173958333333
1884,9.277552083333331
1885,9.208281249999999
1886,9.148072916666665
1887,9.222979166666665
1888,9.047645833333332
1889,9.084489583333333
1890,8.968364583333333
1891,8.899947916666667
1892,8.732531250000001
1893,8.818489583333333
1894,8.862562500000001
1895,8.909166666666668
1896,9.026135416666667
1897,9.08315625
1898,9.241010416666667
1899,9.350375
1900,9.475895833333333
1901,9.41928125
1902,9.313197916666665
1903,9.428229166666664
1904,9.470906249999999
1905,9.458645833333332
1906,9.428749999999997
1907,9.357041666666664
1908,9.264822916666665
1909,9.204385416666666
1910,9.344791666666666
1911,9.423947916666666
1912,9.426499999999999
1913,9.514489583333333
1914,9.560677083333333
1915,9.569979166666666
1916,9.642083333333332
1917,9.645791666666664
1918,9.637156249999999
1919,9.413093749999998
1920,9.454531249999997
1921,9.505156249999997
1922,9.329135416666665
1923,9.326833333333331
1924,9.258020833333331
1925,9.364708333333333
1926,9.396020833333333
1927,9.502385416666666
1928,9.483874999999998
1929,9.283645833333331
1930,9.46827083333333
1931,9.47186458333333
1932,9.571906249999998
1933,9.558947916666664
1934,9.636104166666664
1935,9.712072916666665
1936,9.722468749999999
1937,9.867583333333332
1938,9.874614583333333
1939,9.970229166666666
1940,9.795052083333331
1941,9.723291666666665
1942,9.483822916666664
1943,9.512822916666664
1944,9.507479166666664
1945,9.56198958333333
1946,9.485874999999997
1947,9.463937499999997
1948,9.704249999999996
1949,9.90398958333333
1950,10.048322916666663
1951,10.017135416666664
1952,9.964822916666662
1953,9.945072916666662
1954,9.916812499999995
1955,9.846312499999996
1956,9.62192708333333
1957,9.586979166666664
1958,9.575697916666662
1959,9.651093749999998
1960,9.736291666666663
1961,9.748218749999998
1962,9.651854166666665
1963,9.532499999999997
1964,9.65883333333333
1965,9.521468749999997
1966,9.529562499999997
1967,9.49561458333333
1968,9.436270833333332
1969,9.337114583333332
1970,9.445552083333332
1971,9.650385416666666
1972,9.627010416666666
1973,9.719104166666666
1974,9.75634375
1975,9.752239583333333
1976,9.829093749999998
1977,9.892062499999998
1978,9.88117708333333
1979,9.754124999999998
1980,9.766468749999998
1981,9.740416666666665
1982,9.766729166666666
1983,9.778802083333332
1984,9.720385416666666
1985,9.56921875
1986,9.553052083333334
1987,9.572677083333334
1988,9.706708333333333
1989,9.86821875
1990,9.951229166666666
1991,9.875458333333333
1992,10.007302083333332
1993,10.134739583333332
1994,10.338104166666664
1995,10.532135416666664
1996,10.307406249999998
1997,10.242083333333332
1998,10.181864583333331
1999,10.348729166666665
2000,10.392645833333331
2001,10.48408333333333
2002,10.505770833333331
2003,10.518916666666664
2004,10.754937499999997
2005,10.806718749999996
2006,10.903312499999997
2007,10.941093749999997
2008,10.902479166666664
2009,10.918499999999998
2010,10.699635416666665
2011,10.74665625
2012,10.722989583333334
